Linked article,Linked article,Day,Sales quantity,Sales value gross,Sales value net,,
381904,Dark Chocolate Digestives,04/01/2024,"12,996","10,006.34 GBP","8,338.62 GBP",,
381904,Dark Chocolate Digestives,05/01/2024,"15,002","11,551.54 GBP","9,626.28 GBP",,
381904,Dark Chocolate Digestives,06/01/2024,"17,886","13,772.22 GBP","11,476.85 GBP",,
381904,Dark Chocolate Digestives,07/01/2024,"10,302","7,932.54 GBP","6,610.45 GBP",,
381904,Dark Chocolate Digestives,08/01/2024,"14,266","10,984.34 GBP","9,153.62 GBP",,
381904,Dark Chocolate Digestives,09/01/2024,"13,259","10,209.19 GBP","8,507.66 GBP",,
381904,Dark Chocolate Digestives,10/01/2024,"13,095","10,082.91 GBP","8,402.42 GBP",,
381904,Dark Chocolate Digestives,11/01/2024,"15,789","12,157.53 GBP","10,131.28 GBP",,
381904,Dark Chocolate Digestives,12/01/2024,"18,721","14,414.93 GBP","12,012.44 GBP",,
381904,Dark Chocolate Digestives,13/01/2024,"19,227","14,804.79 GBP","12,337.33 GBP",,
381904,Dark Chocolate Digestives,14/01/2024,"12,460","9,593.96 GBP","7,994.97 GBP",,
381904,Dark Chocolate Digestives,15/01/2024,"17,270","13,297.90 GBP","11,081.58 GBP",,
381904,Dark Chocolate Digestives,16/01/2024,"14,682","11,305.14 GBP","9,420.95 GBP",,
381904,Dark Chocolate Digestives,17/01/2024,"14,935","11,499.95 GBP","9,583.29 GBP",,
381904,Dark Chocolate Digestives,18/01/2024,"17,323","13,338.71 GBP","11,115.59 GBP",,
381904,Dark Chocolate Digestives,19/01/2024,"21,430","16,500.86 GBP","13,750.72 GBP",,
381904,Dark Chocolate Digestives,20/01/2024,"21,869","16,839.13 GBP","14,032.61 GBP",,
381904,Dark Chocolate Digestives,21/01/2024,"13,389","10,309.29 GBP","8,591.07 GBP",,
381904,Dark Chocolate Digestives,22/01/2024,"17,444","13,431.01 GBP","11,192.51 GBP",,
381904,Dark Chocolate Digestives,23/01/2024,"15,418","11,871.38 GBP","9,892.82 GBP",,
381904,Dark Chocolate Digestives,24/01/2024,"16,125","12,415.86 GBP","10,346.55 GBP",,
381904,Dark Chocolate Digestives,25/01/2024,"19,136","14,734.72 GBP","12,278.93 GBP",,
381904,Dark Chocolate Digestives,26/01/2024,"22,480","17,309.36 GBP","14,424.47 GBP",,
381904,Dark Chocolate Digestives,27/01/2024,"22,840","17,585.59 GBP","14,654.66 GBP",,
381904,Dark Chocolate Digestives,28/01/2024,"14,513","11,175.01 GBP","9,312.51 GBP",,
381904,Dark Chocolate Digestives,29/01/2024,"18,887","14,542.75 GBP","12,118.96 GBP",,
381904,Dark Chocolate Digestives,30/01/2024,"16,923","13,030.47 GBP","10,858.72 GBP",,
381904,Dark Chocolate Digestives,31/01/2024,"17,058","13,134.42 GBP","10,945.35 GBP",,
381904,Dark Chocolate Digestives,01/02/2024,"20,346","15,666.40 GBP","13,055.33 GBP",,
381904,Dark Chocolate Digestives,02/02/2024,"24,027","18,500.79 GBP","15,417.33 GBP",,
381904,Dark Chocolate Digestives,03/02/2024,"23,134","17,813.18 GBP","14,844.32 GBP",,
381904,Dark Chocolate Digestives,04/02/2024,"14,757","11,362.89 GBP","9,469.07 GBP",,
381904,Dark Chocolate Digestives,05/02/2024,"20,053","15,440.53 GBP","12,867.11 GBP",,
381904,Dark Chocolate Digestives,06/02/2024,"17,730","13,651.32 GBP","11,376.10 GBP",,
381904,Dark Chocolate Digestives,07/02/2024,"18,369","14,143.55 GBP","11,786.29 GBP",,
381904,Dark Chocolate Digestives,08/02/2024,"18,503","14,247.31 GBP","11,872.76 GBP",,
381904,Dark Chocolate Digestives,09/02/2024,"23,534","18,121.18 GBP","15,100.98 GBP",,
381904,Dark Chocolate Digestives,10/02/2024,"23,315","17,951.92 GBP","14,959.93 GBP",,
381904,Dark Chocolate Digestives,11/02/2024,"15,356","11,824.12 GBP","9,853.43 GBP",,
381904,Dark Chocolate Digestives,12/02/2024,"19,673","15,147.73 GBP","12,623.11 GBP",,
381904,Dark Chocolate Digestives,13/02/2024,"17,208","13,249.68 GBP","11,041.40 GBP",,
381904,Dark Chocolate Digestives,14/02/2024,"15,172","11,682.44 GBP","9,735.37 GBP",,
381904,Dark Chocolate Digestives,15/02/2024,"19,436","14,965.72 GBP","12,471.43 GBP",,
381904,Dark Chocolate Digestives,16/02/2024,"23,572","18,149.66 GBP","15,124.72 GBP",,
381904,Dark Chocolate Digestives,17/02/2024,"22,758","17,523.66 GBP","14,603.05 GBP",,
381904,Dark Chocolate Digestives,18/02/2024,"15,455","11,900.35 GBP","9,916.96 GBP",,
381904,Dark Chocolate Digestives,19/02/2024,"20,286","15,619.98 GBP","13,016.65 GBP",,
381904,Dark Chocolate Digestives,20/02/2024,"17,596","13,548.92 GBP","11,290.77 GBP",,
381904,Dark Chocolate Digestives,21/02/2024,"16,377","12,610.05 GBP","10,508.37 GBP",,
381904,Dark Chocolate Digestives,22/02/2024,"19,397","14,935.30 GBP","12,446.08 GBP",,
381904,Dark Chocolate Digestives,23/02/2024,"22,860","17,601.57 GBP","14,667.98 GBP",,
381904,Dark Chocolate Digestives,24/02/2024,"23,994","18,475.14 GBP","15,395.95 GBP",,
381904,Dark Chocolate Digestives,25/02/2024,"15,811","12,173.97 GBP","10,144.98 GBP",,
381904,Dark Chocolate Digestives,26/02/2024,"22,126","17,036.54 GBP","14,197.11 GBP",,
381904,Dark Chocolate Digestives,27/02/2024,"19,264","14,832.50 GBP","12,360.42 GBP",,
381904,Dark Chocolate Digestives,28/02/2024,"17,910","13,789.96 GBP","11,491.63 GBP",,
381904,Dark Chocolate Digestives,29/02/2024,"22,505","17,328.74 GBP","14,440.62 GBP",,
381904,Dark Chocolate Digestives,01/03/2024,"26,114","20,107.39 GBP","16,756.11 GBP",,
381904,Dark Chocolate Digestives,02/03/2024,"26,828","20,656.84 GBP","17,213.98 GBP",,
381904,Dark Chocolate Digestives,03/03/2024,"17,146","13,202.42 GBP","11,001.99 GBP",,
381904,Dark Chocolate Digestives,04/03/2024,"22,720","17,493.53 GBP","14,577.31 GBP",,
381904,Dark Chocolate Digestives,05/03/2024,"19,951","15,361.55 GBP","12,800.72 GBP",,
381904,Dark Chocolate Digestives,06/03/2024,"19,115","14,718.21 GBP","12,264.46 GBP",,
381904,Dark Chocolate Digestives,07/03/2024,"23,564","18,143.50 GBP","15,118.80 GBP",,
381904,Dark Chocolate Digestives,08/03/2024,"27,074","20,845.91 GBP","17,370.86 GBP",,
381904,Dark Chocolate Digestives,09/03/2024,"26,233","20,199.31 GBP","16,831.37 GBP",,
381904,Dark Chocolate Digestives,10/03/2024,"13,348","10,277.43 GBP","8,564.16 GBP",,
381904,Dark Chocolate Digestives,11/03/2024,"22,364","17,219.67 GBP","14,347.07 GBP",,
381904,Dark Chocolate Digestives,12/03/2024,"19,146","14,742.22 GBP","12,283.95 GBP",,
381904,Dark Chocolate Digestives,13/03/2024,"18,600","14,321.66 GBP","11,931.81 GBP",,
381904,Dark Chocolate Digestives,14/03/2024,"21,312","16,409.61 GBP","13,670.44 GBP",,
381904,Dark Chocolate Digestives,15/03/2024,"26,094","20,088.92 GBP","16,736.62 GBP",,
381904,Dark Chocolate Digestives,16/03/2024,"24,960","19,217.28 GBP","16,010.49 GBP",,
381904,Dark Chocolate Digestives,17/03/2024,"16,266","12,523.38 GBP","10,433.30 GBP",,
381904,Dark Chocolate Digestives,18/03/2024,"21,246","16,359.03 GBP","13,628.32 GBP",,
381904,Dark Chocolate Digestives,19/03/2024,"18,378","14,150.40 GBP","11,788.95 GBP",,
381904,Dark Chocolate Digestives,20/03/2024,"18,255","14,054.12 GBP","11,707.63 GBP",,
381904,Dark Chocolate Digestives,21/03/2024,"21,588","16,620.90 GBP","13,846.09 GBP",,
381904,Dark Chocolate Digestives,22/03/2024,"25,527","19,652.79 GBP","16,371.39 GBP",,
381904,Dark Chocolate Digestives,23/03/2024,"24,794","19,090.30 GBP","15,902.34 GBP",,
381904,Dark Chocolate Digestives,24/03/2024,"15,206","11,707.54 GBP","9,753.51 GBP",,
381904,Dark Chocolate Digestives,25/03/2024,"23,727","18,268.18 GBP","15,218.37 GBP",,
381904,Dark Chocolate Digestives,26/03/2024,"19,609","15,095.02 GBP","12,575.52 GBP",,
381904,Dark Chocolate Digestives,27/03/2024,"20,379","15,689.10 GBP","13,069.53 GBP",,
381904,Dark Chocolate Digestives,28/03/2024,"29,037","22,355.07 GBP","18,623.34 GBP",,
381904,Dark Chocolate Digestives,29/03/2024,"25,622","19,728.55 GBP","16,434.88 GBP",,
381904,Dark Chocolate Digestives,30/03/2024,"21,926","16,882.20 GBP","14,063.89 GBP",,
381904,Dark Chocolate Digestives,31/03/2024,853,656.42 GBP,547.02 GBP,,
381904,Dark Chocolate Digestives,01/04/2024,"16,294","12,545.99 GBP","10,450.67 GBP",,
381904,Dark Chocolate Digestives,02/04/2024,"19,055","14,671.87 GBP","12,222.69 GBP",,
381904,Dark Chocolate Digestives,03/04/2024,"17,243","13,276.72 GBP","11,060.81 GBP",,
381904,Dark Chocolate Digestives,04/04/2024,"18,902","14,554.54 GBP","12,123.69 GBP",,
381904,Dark Chocolate Digestives,05/04/2024,"20,156","15,520.12 GBP","12,929.10 GBP",,
381904,Dark Chocolate Digestives,06/04/2024,"19,029","14,651.85 GBP","12,205.15 GBP",,
381904,Dark Chocolate Digestives,07/04/2024,"11,968","9,215.36 GBP","7,676.93 GBP",,
381904,Dark Chocolate Digestives,08/04/2024,"17,853","13,746.33 GBP","11,451.62 GBP",,
381904,Dark Chocolate Digestives,09/04/2024,"15,716","12,101.08 GBP","10,080.93 GBP",,
381904,Dark Chocolate Digestives,10/04/2024,"15,162","11,674.74 GBP","9,725.12 GBP",,
381904,Dark Chocolate Digestives,11/04/2024,"18,145","13,971.65 GBP","11,639.40 GBP",,
381904,Dark Chocolate Digestives,12/04/2024,"20,862","16,063.35 GBP","13,382.04 GBP",,
381904,Dark Chocolate Digestives,13/04/2024,"21,792","16,779.62 GBP","13,978.94 GBP",,
381904,Dark Chocolate Digestives,14/04/2024,"14,093","10,851.22 GBP","9,040.27 GBP",,
381904,Dark Chocolate Digestives,15/04/2024,"21,166","16,297.82 GBP","13,578.07 GBP",,
381904,Dark Chocolate Digestives,16/04/2024,"17,330","13,343.62 GBP","11,116.82 GBP",,
381904,Dark Chocolate Digestives,17/04/2024,"16,223","12,491.71 GBP","10,406.75 GBP",,
381904,Dark Chocolate Digestives,18/04/2024,"21,069","16,222.31 GBP","13,514.54 GBP",,
381904,Dark Chocolate Digestives,19/04/2024,"25,183","19,390.91 GBP","16,154.76 GBP",,
381904,Dark Chocolate Digestives,20/04/2024,"23,116","17,799.08 GBP","14,827.86 GBP",,
381904,Dark Chocolate Digestives,21/04/2024,"14,626","11,261.97 GBP","9,382.31 GBP",,
381904,Dark Chocolate Digestives,22/04/2024,"21,996","16,936.68 GBP","14,108.63 GBP",,
381904,Dark Chocolate Digestives,23/04/2024,"18,782","14,461.70 GBP","12,048.09 GBP",,
381904,Dark Chocolate Digestives,24/04/2024,"17,854","13,747.63 GBP","11,453.22 GBP",,
381904,Dark Chocolate Digestives,25/04/2024,"22,285","17,159.45 GBP","14,295.25 GBP",,
381904,Dark Chocolate Digestives,26/04/2024,"25,871","19,919.65 GBP","16,594.56 GBP",,
381904,Dark Chocolate Digestives,27/04/2024,"25,034","19,276.18 GBP","16,058.10 GBP",,
381904,Dark Chocolate Digestives,28/04/2024,"16,274","12,530.74 GBP","10,439.62 GBP",,
381904,Dark Chocolate Digestives,29/04/2024,"21,456","16,520.88 GBP","13,763.75 GBP",,
381904,Dark Chocolate Digestives,30/04/2024,"18,890","14,545.30 GBP","12,118.06 GBP",,
381904,Dark Chocolate Digestives,01/05/2024,"18,221","14,030.17 GBP","11,688.80 GBP",,
381904,Dark Chocolate Digestives,02/05/2024,"21,542","16,587.34 GBP","13,818.94 GBP",,
381904,Dark Chocolate Digestives,03/05/2024,"25,300","19,480.87 GBP","16,229.81 GBP",,
381904,Dark Chocolate Digestives,04/05/2024,"22,604","17,405.08 GBP","14,500.59 GBP",,
381904,Dark Chocolate Digestives,05/05/2024,"11,627","8,952.31 GBP","7,458.43 GBP",,
381904,Dark Chocolate Digestives,06/05/2024,"17,118","13,180.47 GBP","10,980.17 GBP",,
381904,Dark Chocolate Digestives,07/05/2024,"20,963","16,141.51 GBP","13,446.10 GBP",,
381904,Dark Chocolate Digestives,08/05/2024,"16,742","12,891.34 GBP","10,739.77 GBP",,
381904,Dark Chocolate Digestives,09/05/2024,"19,080","14,690.56 GBP","12,239.03 GBP",,
381904,Dark Chocolate Digestives,10/05/2024,"21,932","16,887.64 GBP","14,069.08 GBP",,
381904,Dark Chocolate Digestives,11/05/2024,"18,949","14,590.41 GBP","12,155.51 GBP",,
381904,Dark Chocolate Digestives,12/05/2024,"12,678","9,762.06 GBP","8,132.99 GBP",,
381904,Dark Chocolate Digestives,13/05/2024,"20,010","15,407.62 GBP","12,836.63 GBP",,
381904,Dark Chocolate Digestives,14/05/2024,"17,928","13,804.08 GBP","11,500.73 GBP",,
381904,Dark Chocolate Digestives,15/05/2024,"16,241","12,505.41 GBP","10,418.61 GBP",,
381904,Dark Chocolate Digestives,16/05/2024,"19,808","15,252.00 GBP","12,706.64 GBP",,
381904,Dark Chocolate Digestives,17/05/2024,"20,872","16,071.20 GBP","13,389.13 GBP",,
381904,Dark Chocolate Digestives,18/05/2024,"20,521","15,801.09 GBP","13,163.93 GBP",,
381904,Dark Chocolate Digestives,19/05/2024,"12,266","9,444.26 GBP","7,868.15 GBP",,
381904,Dark Chocolate Digestives,20/05/2024,"19,220","14,799.40 GBP","12,329.42 GBP",,
381904,Dark Chocolate Digestives,21/05/2024,"17,430","13,420.86 GBP","11,181.04 GBP",,
381904,Dark Chocolate Digestives,22/05/2024,"17,151","13,205.87 GBP","11,002.00 GBP",,
381904,Dark Chocolate Digestives,23/05/2024,"21,543","16,587.71 GBP","13,819.38 GBP",,
381904,Dark Chocolate Digestives,24/05/2024,"24,895","19,168.75 GBP","15,969.46 GBP",,
381904,Dark Chocolate Digestives,25/05/2024,"21,116","16,250.89 GBP","13,538.87 GBP",,
381904,Dark Chocolate Digestives,26/05/2024,"13,399","10,317.23 GBP","8,595.57 GBP",,
381904,Dark Chocolate Digestives,27/05/2024,"16,882","12,998.90 GBP","10,829.81 GBP",,
381904,Dark Chocolate Digestives,28/05/2024,"20,891","16,085.43 GBP","13,400.96 GBP",,
381904,Dark Chocolate Digestives,29/05/2024,"17,534","13,501.18 GBP","11,248.11 GBP",,
381904,Dark Chocolate Digestives,30/05/2024,"20,523","15,802.05 GBP","13,164.88 GBP",,
381904,Dark Chocolate Digestives,31/05/2024,"23,405","18,021.03 GBP","15,013.43 GBP",,
381904,Dark Chocolate Digestives,01/06/2024,"21,540","16,585.80 GBP","13,817.51 GBP",,
381904,Dark Chocolate Digestives,02/06/2024,"13,105","10,090.03 GBP","8,406.28 GBP",,
381904,Dark Chocolate Digestives,03/06/2024,"20,739","15,968.71 GBP","13,303.66 GBP",,
381904,Dark Chocolate Digestives,04/06/2024,"17,742","13,660.94 GBP","11,380.92 GBP",,
381904,Dark Chocolate Digestives,05/06/2024,"16,792","12,929.84 GBP","10,771.86 GBP",,
381904,Dark Chocolate Digestives,06/06/2024,"19,586","15,080.98 GBP","12,564.11 GBP",,
381904,Dark Chocolate Digestives,07/06/2024,"23,502","18,096.14 GBP","15,075.75 GBP",,
381904,Dark Chocolate Digestives,08/06/2024,"22,739","17,508.87 GBP","14,586.75 GBP",,
381904,Dark Chocolate Digestives,09/06/2024,"15,431","11,881.32 GBP","9,898.40 GBP",,
381904,Dark Chocolate Digestives,10/06/2024,"20,456","15,751.04 GBP","13,122.37 GBP",,
381904,Dark Chocolate Digestives,11/06/2024,"17,797","13,703.13 GBP","11,416.21 GBP",,
381904,Dark Chocolate Digestives,12/06/2024,"16,850","12,974.10 GBP","10,808.86 GBP",,
381904,Dark Chocolate Digestives,13/06/2024,"20,524","15,803.48 GBP","13,165.96 GBP",,
381904,Dark Chocolate Digestives,14/06/2024,"24,532","18,889.40 GBP","15,736.80 GBP",,
381904,Dark Chocolate Digestives,15/06/2024,"24,032","18,504.56 GBP","15,416.46 GBP",,
381904,Dark Chocolate Digestives,16/06/2024,"12,261","9,438.24 GBP","7,863.36 GBP",,
381904,Dark Chocolate Digestives,17/06/2024,"19,064","14,678.96 GBP","12,229.37 GBP",,
381904,Dark Chocolate Digestives,18/06/2024,"16,578","12,764.50 GBP","10,634.36 GBP",,
381904,Dark Chocolate Digestives,19/06/2024,"15,459","11,903.41 GBP","9,916.99 GBP",,
381904,Dark Chocolate Digestives,20/06/2024,"17,655","13,594.11 GBP","11,325.37 GBP",,
381904,Dark Chocolate Digestives,21/06/2024,"21,513","16,564.85 GBP","13,800.35 GBP",,
381904,Dark Chocolate Digestives,22/06/2024,"20,693","15,933.61 GBP","13,274.47 GBP",,
381904,Dark Chocolate Digestives,23/06/2024,"12,892","9,926.68 GBP","8,270.03 GBP",,
381904,Dark Chocolate Digestives,24/06/2024,"17,851","13,745.27 GBP","11,451.34 GBP",,
381904,Dark Chocolate Digestives,25/06/2024,"14,278","10,993.98 GBP","9,159.37 GBP",,
381904,Dark Chocolate Digestives,26/06/2024,"13,604","10,475.08 GBP","8,727.09 GBP",,
381904,Dark Chocolate Digestives,27/06/2024,"17,545","13,509.65 GBP","11,255.08 GBP",,
381904,Dark Chocolate Digestives,28/06/2024,"22,415","17,259.55 GBP","14,379.04 GBP",,
381904,Dark Chocolate Digestives,29/06/2024,"20,063","15,451.13 GBP","12,872.45 GBP",,
381904,Dark Chocolate Digestives,30/06/2024,"14,425","11,106.43 GBP","9,252.79 GBP",,
381904,Dark Chocolate Digestives,01/07/2024,"19,443","14,970.32 GBP","12,471.86 GBP",,
381904,Dark Chocolate Digestives,02/07/2024,"16,887","13,002.99 GBP","10,832.90 GBP",,
381904,Dark Chocolate Digestives,03/07/2024,"17,016","13,102.24 GBP","10,915.67 GBP",,
381904,Dark Chocolate Digestives,04/07/2024,"19,894","15,317.51 GBP","12,761.32 GBP",,
381904,Dark Chocolate Digestives,05/07/2024,"22,570","17,378.26 GBP","14,478.25 GBP",,
381904,Dark Chocolate Digestives,06/07/2024,"22,359","17,213.95 GBP","14,341.24 GBP",,
381904,Dark Chocolate Digestives,07/07/2024,"15,384","11,843.68 GBP","9,867.47 GBP",,
381904,Dark Chocolate Digestives,08/07/2024,"21,457","16,520.61 GBP","13,764.17 GBP",,
381904,Dark Chocolate Digestives,09/07/2024,"19,381","14,922.17 GBP","12,432.25 GBP",,
381904,Dark Chocolate Digestives,10/07/2024,"18,241","14,044.29 GBP","11,700.94 GBP",,
381904,Dark Chocolate Digestives,11/07/2024,"21,753","16,748.54 GBP","13,953.75 GBP",,
381904,Dark Chocolate Digestives,12/07/2024,"25,388","19,544.84 GBP","16,283.37 GBP",,
381904,Dark Chocolate Digestives,13/07/2024,"22,638","17,429.50 GBP","14,520.82 GBP",,
381904,Dark Chocolate Digestives,14/07/2024,"13,967","10,752.84 GBP","8,958.39 GBP",,
381904,Dark Chocolate Digestives,15/07/2024,"18,848","14,512.08 GBP","12,090.30 GBP",,
381904,Dark Chocolate Digestives,16/07/2024,"17,218","13,257.38 GBP","11,044.76 GBP",,
381904,Dark Chocolate Digestives,17/07/2024,"14,231","10,957.87 GBP","9,129.01 GBP",,
381904,Dark Chocolate Digestives,18/07/2024,"18,488","14,234.40 GBP","11,859.00 GBP",,
381904,Dark Chocolate Digestives,19/07/2024,"19,357","14,901.38 GBP","12,414.68 GBP",,
381904,Dark Chocolate Digestives,20/07/2024,"20,916","16,099.88 GBP","13,413.09 GBP",,
381904,Dark Chocolate Digestives,21/07/2024,"13,018","10,023.78 GBP","8,351.09 GBP",,
381904,Dark Chocolate Digestives,22/07/2024,"18,992","14,623.55 GBP","12,183.33 GBP",,
381904,Dark Chocolate Digestives,23/07/2024,"15,194","11,699.03 GBP","9,746.61 GBP",,
381904,Dark Chocolate Digestives,24/07/2024,"15,051","11,589.22 GBP","9,655.37 GBP",,
381904,Dark Chocolate Digestives,25/07/2024,"19,250","14,822.26 GBP","12,348.34 GBP",,
381904,Dark Chocolate Digestives,26/07/2024,"21,112","16,256.24 GBP","13,543.03 GBP",,
381904,Dark Chocolate Digestives,27/07/2024,"19,673","15,148.21 GBP","12,619.56 GBP",,
381904,Dark Chocolate Digestives,28/07/2024,"11,218","8,637.38 GBP","7,195.75 GBP",,
381904,Dark Chocolate Digestives,29/07/2024,"16,909","13,019.78 GBP","10,845.26 GBP",,
381904,Dark Chocolate Digestives,30/07/2024,"14,161","10,903.87 GBP","9,081.38 GBP",,
381904,Dark Chocolate Digestives,31/07/2024,"14,019","10,794.29 GBP","8,990.15 GBP",,
381904,Dark Chocolate Digestives,01/08/2024,"16,670","12,835.90 GBP","10,690.51 GBP",,
381904,Dark Chocolate Digestives,02/08/2024,"17,884","13,769.85 GBP","11,468.86 GBP",,
381904,Dark Chocolate Digestives,03/08/2024,"16,966","13,063.67 GBP","10,880.70 GBP",,
381904,Dark Chocolate Digestives,04/08/2024,"11,052","8,509.99 GBP","7,088.45 GBP",,
381904,Dark Chocolate Digestives,05/08/2024,"15,938","12,271.92 GBP","10,222.44 GBP",,
381904,Dark Chocolate Digestives,06/08/2024,"13,826","10,646.02 GBP","8,868.11 GBP",,
381904,Dark Chocolate Digestives,07/08/2024,"13,206","10,168.57 GBP","8,470.80 GBP",,
381904,Dark Chocolate Digestives,08/08/2024,"16,049","12,357.49 GBP","10,294.24 GBP",,
381904,Dark Chocolate Digestives,09/08/2024,"16,920","13,028.40 GBP","10,853.11 GBP",,
381904,Dark Chocolate Digestives,10/08/2024,"15,899","12,241.79 GBP","10,197.85 GBP",,
381904,Dark Chocolate Digestives,11/08/2024,"8,979","6,913.44 GBP","5,759.29 GBP",,
381904,Dark Chocolate Digestives,12/08/2024,"15,804","12,168.84 GBP","10,135.17 GBP",,
381904,Dark Chocolate Digestives,13/08/2024,"14,447","11,123.95 GBP","9,264.93 GBP",,
381904,Dark Chocolate Digestives,14/08/2024,"13,948","10,739.67 GBP","8,944.30 GBP",,
381904,Dark Chocolate Digestives,15/08/2024,"17,520","13,489.19 GBP","11,234.41 GBP",,
381904,Dark Chocolate Digestives,16/08/2024,"19,399","14,936.59 GBP","12,440.23 GBP",,
381904,Dark Chocolate Digestives,17/08/2024,"18,342","14,122.56 GBP","11,762.09 GBP",,
381904,Dark Chocolate Digestives,18/08/2024,"12,081","9,301.98 GBP","7,747.76 GBP",,
381904,Dark Chocolate Digestives,19/08/2024,"19,187","14,773.21 GBP","12,304.21 GBP",,
381904,Dark Chocolate Digestives,20/08/2024,"16,560","12,750.72 GBP","10,620.19 GBP",,
381904,Dark Chocolate Digestives,21/08/2024,"15,938","12,272.02 GBP","10,220.96 GBP",,
381904,Dark Chocolate Digestives,22/08/2024,"19,387","14,927.60 GBP","12,433.04 GBP",,
381904,Dark Chocolate Digestives,23/08/2024,"21,583","16,618.33 GBP","13,840.75 GBP",,
381904,Dark Chocolate Digestives,24/08/2024,"19,273","14,839.82 GBP","12,359.64 GBP",,
381904,Dark Chocolate Digestives,25/08/2024,"10,283","7,917.67 GBP","6,594.22 GBP",,
381904,Dark Chocolate Digestives,26/08/2024,"13,639","10,502.03 GBP","8,746.84 GBP",,
381904,Dark Chocolate Digestives,27/08/2024,"16,677","12,841.29 GBP","10,694.71 GBP",,
381904,Dark Chocolate Digestives,28/08/2024,"14,179","10,917.83 GBP","9,092.60 GBP",,
381904,Dark Chocolate Digestives,29/08/2024,"15,762","12,136.50 GBP","10,107.46 GBP",,
381904,Dark Chocolate Digestives,30/08/2024,"18,562","14,292.74 GBP","11,903.06 GBP",,
381904,Dark Chocolate Digestives,31/08/2024,"17,255","13,285.53 GBP","11,064.22 GBP",,
