Linked article,Linked article,Day,Sales quantity,Sales value gross,Sales value net,,
383309,Oaties 300g,19/01/2023,"19,096","8,593.20 GBP","8,593.20 GBP",,
383309,Oaties 300g,20/01/2023,"23,042","10,368.90 GBP","10,368.90 GBP",,
383309,Oaties 300g,21/01/2023,"23,484","10,567.70 GBP","10,567.70 GBP",,
383309,Oaties 300g,22/01/2023,"15,588","7,014.60 GBP","7,014.60 GBP",,
383309,Oaties 300g,23/01/2023,"21,087","9,489.10 GBP","9,489.10 GBP",,
383309,Oaties 300g,24/01/2023,"19,166","8,624.42 GBP","8,624.42 GBP",,
383309,Oaties 300g,25/01/2023,"18,560","8,351.86 GBP","8,351.86 GBP",,
383309,Oaties 300g,26/01/2023,"21,076","9,484.15 GBP","9,484.15 GBP",,
383309,Oaties 300g,27/01/2023,"25,184","11,332.57 GBP","11,332.57 GBP",,
383309,Oaties 300g,28/01/2023,"23,994","10,797.30 GBP","10,797.30 GBP",,
383309,Oaties 300g,29/01/2023,"15,243","6,859.35 GBP","6,859.35 GBP",,
383309,Oaties 300g,30/01/2023,"21,433","9,644.80 GBP","9,644.80 GBP",,
383309,Oaties 300g,31/01/2023,"19,581","8,810.97 GBP","8,810.97 GBP",,
383309,Oaties 300g,01/02/2023,"18,290","8,230.50 GBP","8,230.50 GBP",,
383309,Oaties 300g,02/02/2023,"20,633","9,284.71 GBP","9,284.71 GBP",,
383309,Oaties 300g,03/02/2023,"22,621","10,179.45 GBP","10,179.45 GBP",,
383309,Oaties 300g,04/02/2023,"21,835","9,825.47 GBP","9,825.47 GBP",,
383309,Oaties 300g,05/02/2023,"14,881","6,696.45 GBP","6,696.45 GBP",,
383309,Oaties 300g,06/02/2023,"22,229","10,002.91 GBP","10,002.91 GBP",,
383309,Oaties 300g,07/02/2023,"20,534","9,240.30 GBP","9,240.30 GBP",,
383309,Oaties 300g,08/02/2023,"18,687","8,408.76 GBP","8,408.76 GBP",,
383309,Oaties 300g,09/02/2023,"22,356","10,060.20 GBP","10,060.20 GBP",,
383309,Oaties 300g,10/02/2023,"25,936","11,671.06 GBP","11,671.06 GBP",,
383309,Oaties 300g,11/02/2023,"25,116","11,302.20 GBP","11,302.20 GBP",,
383309,Oaties 300g,12/02/2023,"15,398","6,929.10 GBP","6,929.10 GBP",,
383309,Oaties 300g,13/02/2023,"21,265","9,569.11 GBP","9,569.11 GBP",,
383309,Oaties 300g,14/02/2023,"17,669","7,950.91 GBP","7,950.91 GBP",,
383309,Oaties 300g,15/02/2023,"18,314","8,241.16 GBP","8,241.16 GBP",,
383309,Oaties 300g,16/02/2023,"22,498","10,123.91 GBP","10,123.91 GBP",,
383309,Oaties 300g,17/02/2023,"24,437","10,996.39 GBP","10,996.39 GBP",,
383309,Oaties 300g,18/02/2023,"23,617","10,627.05 GBP","10,627.05 GBP",,
383309,Oaties 300g,19/02/2023,"15,189","6,835.00 GBP","6,835.00 GBP",,
383309,Oaties 300g,20/02/2023,"22,795","10,257.61 GBP","10,257.61 GBP",,
383309,Oaties 300g,21/02/2023,"19,344","8,704.80 GBP","8,704.80 GBP",,
383309,Oaties 300g,22/02/2023,"20,509","9,228.91 GBP","9,228.91 GBP",,
383309,Oaties 300g,23/02/2023,"21,488","9,669.60 GBP","9,669.60 GBP",,
383309,Oaties 300g,24/02/2023,"25,355","11,409.27 GBP","11,409.27 GBP",,
383309,Oaties 300g,25/02/2023,"24,435","10,995.75 GBP","10,995.75 GBP",,
383309,Oaties 300g,26/02/2023,"15,214","6,845.88 GBP","6,845.88 GBP",,
383309,Oaties 300g,27/02/2023,"22,500","10,124.86 GBP","10,124.86 GBP",,
383309,Oaties 300g,28/02/2023,"21,519","9,683.18 GBP","9,683.18 GBP",,
383309,Oaties 300g,01/03/2023,"20,612","9,274.52 GBP","9,274.52 GBP",,
383309,Oaties 300g,02/03/2023,"22,994","10,347.16 GBP","10,347.16 GBP",,
383309,Oaties 300g,03/03/2023,"25,936","11,671.20 GBP","11,671.20 GBP",,
383309,Oaties 300g,04/03/2023,"25,523","11,485.35 GBP","11,485.35 GBP",,
383309,Oaties 300g,05/03/2023,"16,196","7,288.06 GBP","7,288.06 GBP",,
383309,Oaties 300g,06/03/2023,"23,088","10,389.60 GBP","10,389.60 GBP",,
383309,Oaties 300g,07/03/2023,"20,833","9,374.28 GBP","9,374.28 GBP",,
383309,Oaties 300g,08/03/2023,"20,528","9,237.60 GBP","9,237.60 GBP",,
383309,Oaties 300g,09/03/2023,"21,771","9,796.81 GBP","9,796.81 GBP",,
383309,Oaties 300g,10/03/2023,"26,337","11,851.31 GBP","11,851.31 GBP",,
383309,Oaties 300g,11/03/2023,"26,516","11,932.06 GBP","11,932.06 GBP",,
383309,Oaties 300g,12/03/2023,"16,114","7,251.30 GBP","7,251.30 GBP",,
383309,Oaties 300g,13/03/2023,"23,572","10,607.40 GBP","10,607.40 GBP",,
383309,Oaties 300g,14/03/2023,"21,041","9,468.31 GBP","9,468.31 GBP",,
383309,Oaties 300g,15/03/2023,"19,967","8,984.78 GBP","8,984.78 GBP",,
383309,Oaties 300g,16/03/2023,"23,560","10,601.95 GBP","10,601.95 GBP",,
383309,Oaties 300g,17/03/2023,"25,703","11,566.21 GBP","11,566.21 GBP",,
383309,Oaties 300g,18/03/2023,"24,196","10,888.20 GBP","10,888.20 GBP",,
383309,Oaties 300g,19/03/2023,"12,085","5,438.25 GBP","5,438.25 GBP",,
383309,Oaties 300g,20/03/2023,"22,316","10,042.06 GBP","10,042.06 GBP",,
383309,Oaties 300g,21/03/2023,"20,425","9,191.25 GBP","9,191.25 GBP",,
383309,Oaties 300g,22/03/2023,"18,939","8,522.55 GBP","8,522.55 GBP",,
383309,Oaties 300g,23/03/2023,"22,544","10,144.80 GBP","10,144.80 GBP",,
383309,Oaties 300g,24/03/2023,"25,490","11,470.50 GBP","11,470.50 GBP",,
383309,Oaties 300g,25/03/2023,"24,361","10,962.31 GBP","10,962.31 GBP",,
383309,Oaties 300g,26/03/2023,"13,768","6,195.60 GBP","6,195.60 GBP",,
383309,Oaties 300g,27/03/2023,"19,380","8,721.00 GBP","8,721.00 GBP",,
383309,Oaties 300g,28/03/2023,"18,302","8,235.90 GBP","8,235.90 GBP",,
383309,Oaties 300g,29/03/2023,"16,537","7,441.65 GBP","7,441.65 GBP",,
383309,Oaties 300g,30/03/2023,"19,904","8,956.80 GBP","8,956.80 GBP",,
383309,Oaties 300g,31/03/2023,"21,702","9,765.56 GBP","9,765.56 GBP",,
383309,Oaties 300g,01/04/2023,"22,623","10,180.01 GBP","10,180.01 GBP",,
383309,Oaties 300g,02/04/2023,"12,252","5,513.40 GBP","5,513.40 GBP",,
383309,Oaties 300g,03/04/2023,"18,859","8,486.41 GBP","8,486.41 GBP",,
383309,Oaties 300g,04/04/2023,"15,663","7,047.98 GBP","7,047.98 GBP",,
383309,Oaties 300g,05/04/2023,"17,484","7,867.61 GBP","7,867.61 GBP",,
383309,Oaties 300g,06/04/2023,"22,299","10,034.55 GBP","10,034.55 GBP",,
383309,Oaties 300g,07/04/2023,"17,420","7,839.00 GBP","7,839.00 GBP",,
383309,Oaties 300g,08/04/2023,"19,383","8,722.35 GBP","8,722.35 GBP",,
383309,Oaties 300g,09/04/2023,719,323.55 GBP,323.55 GBP,,
383309,Oaties 300g,10/04/2023,"16,028","7,212.60 GBP","7,212.60 GBP",,
383309,Oaties 300g,11/04/2023,"19,563","8,803.35 GBP","8,803.35 GBP",,
383309,Oaties 300g,12/04/2023,"18,300","8,234.86 GBP","8,234.86 GBP",,
383309,Oaties 300g,13/04/2023,"21,990","9,895.16 GBP","9,895.16 GBP",,
383309,Oaties 300g,14/04/2023,"25,503","11,476.12 GBP","11,476.12 GBP",,
383309,Oaties 300g,15/04/2023,"22,601","10,170.45 GBP","10,170.45 GBP",,
383309,Oaties 300g,16/04/2023,"14,685","6,608.25 GBP","6,608.25 GBP",,
383309,Oaties 300g,17/04/2023,"20,989","9,445.05 GBP","9,445.05 GBP",,
383309,Oaties 300g,18/04/2023,"18,750","8,437.41 GBP","8,437.41 GBP",,
383309,Oaties 300g,19/04/2023,"18,046","8,120.56 GBP","8,120.56 GBP",,
383309,Oaties 300g,20/04/2023,"19,871","8,941.81 GBP","8,941.81 GBP",,
383309,Oaties 300g,21/04/2023,"26,596","11,968.20 GBP","11,968.20 GBP",,
383309,Oaties 300g,22/04/2023,"24,680","11,105.77 GBP","11,105.77 GBP",,
383309,Oaties 300g,23/04/2023,"15,781","7,101.45 GBP","7,101.45 GBP",,
383309,Oaties 300g,24/04/2023,"22,584","10,162.80 GBP","10,162.80 GBP",,
383309,Oaties 300g,25/04/2023,"20,735","9,330.75 GBP","9,330.75 GBP",,
383309,Oaties 300g,26/04/2023,"20,366","9,164.56 GBP","9,164.56 GBP",,
383309,Oaties 300g,27/04/2023,"24,775","11,148.38 GBP","11,148.38 GBP",,
383309,Oaties 300g,28/04/2023,"26,381","11,871.31 GBP","11,871.31 GBP",,
383309,Oaties 300g,29/04/2023,"24,350","10,957.50 GBP","10,957.50 GBP",,
383309,Oaties 300g,30/04/2023,"13,893","6,251.85 GBP","6,251.85 GBP",,
383309,Oaties 300g,01/05/2023,"17,345","7,805.25 GBP","7,805.25 GBP",,
383309,Oaties 300g,02/05/2023,"21,776","9,799.20 GBP","9,799.20 GBP",,
383309,Oaties 300g,03/05/2023,"18,048","8,121.46 GBP","8,121.46 GBP",,
383309,Oaties 300g,04/05/2023,"20,392","9,176.40 GBP","9,176.40 GBP",,
383309,Oaties 300g,05/05/2023,"27,669","12,450.48 GBP","12,450.48 GBP",,
383309,Oaties 300g,06/05/2023,"21,003","9,451.35 GBP","9,451.35 GBP",,
383309,Oaties 300g,07/05/2023,"12,224","5,500.80 GBP","5,500.80 GBP",,
383309,Oaties 300g,08/05/2023,"19,946","8,975.70 GBP","8,975.70 GBP",,
383309,Oaties 300g,09/05/2023,"23,235","10,455.61 GBP","10,455.61 GBP",,
383309,Oaties 300g,10/05/2023,"21,205","9,542.11 GBP","9,542.11 GBP",,
383309,Oaties 300g,11/05/2023,"24,069","10,831.05 GBP","10,831.05 GBP",,
383309,Oaties 300g,12/05/2023,"27,009","12,153.63 GBP","12,153.63 GBP",,
383309,Oaties 300g,13/05/2023,"24,773","11,147.85 GBP","11,147.85 GBP",,
383309,Oaties 300g,14/05/2023,"15,780","7,100.86 GBP","7,100.86 GBP",,
383309,Oaties 300g,15/05/2023,"24,896","11,203.20 GBP","11,203.20 GBP",,
383309,Oaties 300g,16/05/2023,"22,313","10,040.85 GBP","10,040.85 GBP",,
383309,Oaties 300g,17/05/2023,"21,089","9,489.77 GBP","9,489.77 GBP",,
383309,Oaties 300g,18/05/2023,"24,715","11,121.75 GBP","11,121.75 GBP",,
383309,Oaties 300g,19/05/2023,"28,435","12,795.75 GBP","12,795.75 GBP",,
383309,Oaties 300g,20/05/2023,"24,158","10,870.96 GBP","10,870.96 GBP",,
383309,Oaties 300g,21/05/2023,"14,919","6,713.55 GBP","6,713.55 GBP",,
383309,Oaties 300g,22/05/2023,"25,175","11,328.75 GBP","11,328.75 GBP",,
383309,Oaties 300g,23/05/2023,"21,270","9,571.13 GBP","9,571.13 GBP",,
383309,Oaties 300g,24/05/2023,"19,864","8,938.80 GBP","8,938.80 GBP",,
383309,Oaties 300g,25/05/2023,"23,997","10,798.51 GBP","10,798.51 GBP",,
383309,Oaties 300g,26/05/2023,"27,999","12,599.27 GBP","12,599.27 GBP",,
383309,Oaties 300g,27/05/2023,"24,058","10,826.10 GBP","10,826.10 GBP",,
383309,Oaties 300g,28/05/2023,"13,559","6,101.55 GBP","6,101.55 GBP",,
383309,Oaties 300g,29/05/2023,"18,426","8,291.47 GBP","8,291.47 GBP",,
383309,Oaties 300g,30/05/2023,"24,057","10,825.37 GBP","10,825.37 GBP",,
383309,Oaties 300g,31/05/2023,"23,493","10,571.71 GBP","10,571.71 GBP",,
383309,Oaties 300g,01/06/2023,"25,109","11,298.91 GBP","11,298.91 GBP",,
383309,Oaties 300g,02/06/2023,"25,555","11,499.52 GBP","11,499.52 GBP",,
383309,Oaties 300g,03/06/2023,"23,858","10,735.98 GBP","10,735.98 GBP",,
383309,Oaties 300g,04/06/2023,"15,426","6,941.70 GBP","6,941.70 GBP",,
383309,Oaties 300g,05/06/2023,"24,081","10,836.18 GBP","10,836.18 GBP",,
383309,Oaties 300g,06/06/2023,"23,861","10,737.53 GBP","10,737.53 GBP",,
383309,Oaties 300g,07/06/2023,"20,090","9,442.30 GBP","9,442.30 GBP",,
383309,Oaties 300g,08/06/2023,"22,008","10,343.20 GBP","10,343.20 GBP",,
383309,Oaties 300g,09/06/2023,"26,068","12,251.72 GBP","12,251.72 GBP",,
383309,Oaties 300g,10/06/2023,"22,647","10,643.73 GBP","10,643.73 GBP",,
383309,Oaties 300g,11/06/2023,"14,770","6,941.90 GBP","6,941.90 GBP",,
383309,Oaties 300g,12/06/2023,"22,529","10,588.48 GBP","10,588.48 GBP",,
383309,Oaties 300g,13/06/2023,"20,040","9,418.78 GBP","9,418.78 GBP",,
383309,Oaties 300g,14/06/2023,"18,727","8,801.69 GBP","8,801.69 GBP",,
383309,Oaties 300g,15/06/2023,"23,561","11,073.43 GBP","11,073.43 GBP",,
383309,Oaties 300g,16/06/2023,"24,235","11,390.30 GBP","11,390.30 GBP",,
383309,Oaties 300g,17/06/2023,"23,195","10,901.50 GBP","10,901.50 GBP",,
383309,Oaties 300g,18/06/2023,"12,641","5,940.97 GBP","5,940.97 GBP",,
383309,Oaties 300g,19/06/2023,"21,151","9,940.82 GBP","9,940.82 GBP",,
383309,Oaties 300g,20/06/2023,"19,430","9,131.95 GBP","9,131.95 GBP",,
383309,Oaties 300g,21/06/2023,"18,591","8,737.38 GBP","8,737.38 GBP",,
383309,Oaties 300g,22/06/2023,"20,900","9,822.85 GBP","9,822.85 GBP",,
383309,Oaties 300g,23/06/2023,"24,505","11,517.33 GBP","11,517.33 GBP",,
383309,Oaties 300g,24/06/2023,"21,616","10,159.28 GBP","10,159.28 GBP",,
383309,Oaties 300g,25/06/2023,"13,040","6,128.78 GBP","6,128.78 GBP",,
383309,Oaties 300g,26/06/2023,"21,975","10,328.25 GBP","10,328.25 GBP",,
383309,Oaties 300g,27/06/2023,"20,284","9,533.24 GBP","9,533.24 GBP",,
383309,Oaties 300g,28/06/2023,"18,784","8,828.33 GBP","8,828.33 GBP",,
383309,Oaties 300g,29/06/2023,"22,244","10,454.38 GBP","10,454.38 GBP",,
383309,Oaties 300g,30/06/2023,"26,055","12,245.61 GBP","12,245.61 GBP",,
383309,Oaties 300g,01/07/2023,"23,413","11,003.96 GBP","11,003.96 GBP",,
383309,Oaties 300g,02/07/2023,"14,845","6,977.00 GBP","6,977.00 GBP",,
383309,Oaties 300g,03/07/2023,"22,988","10,804.36 GBP","10,804.36 GBP",,
383309,Oaties 300g,04/07/2023,"19,931","9,367.27 GBP","9,367.27 GBP",,
383309,Oaties 300g,05/07/2023,"18,911","9,642.69 GBP","9,642.69 GBP",,
383309,Oaties 300g,06/07/2023,"21,363","10,911.01 GBP","10,911.01 GBP",,
383309,Oaties 300g,07/07/2023,"21,618","11,033.09 GBP","11,033.09 GBP",,
383309,Oaties 300g,08/07/2023,"21,558","11,011.80 GBP","11,011.80 GBP",,
383309,Oaties 300g,09/07/2023,"13,808","7,057.70 GBP","7,057.70 GBP",,
383309,Oaties 300g,10/07/2023,"21,430","10,940.48 GBP","10,940.48 GBP",,
383309,Oaties 300g,11/07/2023,"20,081","10,254.02 GBP","10,254.02 GBP",,
383309,Oaties 300g,12/07/2023,"19,570","10,003.79 GBP","10,003.79 GBP",,
383309,Oaties 300g,13/07/2023,"21,614","11,050.53 GBP","11,050.53 GBP",,
383309,Oaties 300g,14/07/2023,"25,575","13,072.45 GBP","13,072.45 GBP",,
383309,Oaties 300g,15/07/2023,"25,156","12,872.00 GBP","12,872.00 GBP",,
383309,Oaties 300g,16/07/2023,"15,939","8,153.58 GBP","8,153.58 GBP",,
383309,Oaties 300g,17/07/2023,"22,872","11,696.23 GBP","11,696.23 GBP",,
383309,Oaties 300g,18/07/2023,"21,091","10,762.59 GBP","10,762.59 GBP",,
383309,Oaties 300g,19/07/2023,"19,919","10,357.83 GBP","10,357.83 GBP",,
383309,Oaties 300g,20/07/2023,"22,447","11,672.05 GBP","11,672.05 GBP",,
383309,Oaties 300g,21/07/2023,"24,621","12,802.78 GBP","12,802.78 GBP",,
383309,Oaties 300g,22/07/2023,"23,983","12,471.16 GBP","12,471.16 GBP",,
383309,Oaties 300g,23/07/2023,"14,921","7,758.72 GBP","7,758.72 GBP",,
383309,Oaties 300g,24/07/2023,"22,245","11,566.87 GBP","11,566.87 GBP",,
383309,Oaties 300g,25/07/2023,"19,229","9,998.66 GBP","9,998.66 GBP",,
383309,Oaties 300g,26/07/2023,"18,428","9,582.24 GBP","9,582.24 GBP",,
383309,Oaties 300g,27/07/2023,"22,691","11,798.29 GBP","11,798.29 GBP",,
383309,Oaties 300g,28/07/2023,"22,771","11,840.76 GBP","11,840.76 GBP",,
383309,Oaties 300g,29/07/2023,"21,480","11,169.23 GBP","11,169.23 GBP",,
383309,Oaties 300g,30/07/2023,"14,047","7,304.28 GBP","7,304.28 GBP",,
383309,Oaties 300g,31/07/2023,"22,193","11,540.20 GBP","11,540.20 GBP",,
383309,Oaties 300g,01/08/2023,"19,483","10,130.68 GBP","10,130.68 GBP",,
383309,Oaties 300g,02/08/2023,"18,571","9,656.92 GBP","9,656.92 GBP",,
383309,Oaties 300g,03/08/2023,"21,438","11,147.69 GBP","11,147.69 GBP",,
383309,Oaties 300g,04/08/2023,"22,824","11,868.09 GBP","11,868.09 GBP",,
383309,Oaties 300g,05/08/2023,"21,865","11,369.80 GBP","11,369.80 GBP",,
383309,Oaties 300g,06/08/2023,"12,967","6,742.52 GBP","6,742.52 GBP",,
383309,Oaties 300g,07/08/2023,"19,814","10,302.89 GBP","10,302.89 GBP",,
383309,Oaties 300g,08/08/2023,"18,386","9,560.20 GBP","9,560.20 GBP",,
383309,Oaties 300g,09/08/2023,"17,000","9,349.06 GBP","9,349.06 GBP",,
383309,Oaties 300g,10/08/2023,"18,661","10,263.37 GBP","10,263.37 GBP",,
383309,Oaties 300g,11/08/2023,"21,241","11,682.32 GBP","11,682.32 GBP",,
383309,Oaties 300g,12/08/2023,"20,090","11,049.44 GBP","11,049.44 GBP",,
383309,Oaties 300g,13/08/2023,"13,054","7,179.38 GBP","7,179.38 GBP",,
383309,Oaties 300g,14/08/2023,"20,951","11,523.05 GBP","11,523.05 GBP",,
383309,Oaties 300g,15/08/2023,"17,553","9,653.25 GBP","9,653.25 GBP",,
383309,Oaties 300g,16/08/2023,"16,534","9,093.53 GBP","9,093.53 GBP",,
383309,Oaties 300g,17/08/2023,"19,646","10,805.10 GBP","10,805.10 GBP",,
383309,Oaties 300g,18/08/2023,"22,162","12,188.76 GBP","12,188.76 GBP",,
383309,Oaties 300g,19/08/2023,"19,747","10,860.29 GBP","10,860.29 GBP",,
383309,Oaties 300g,20/08/2023,"11,169","6,142.50 GBP","6,142.50 GBP",,
383309,Oaties 300g,21/08/2023,"19,781","10,879.38 GBP","10,879.38 GBP",,
383309,Oaties 300g,22/08/2023,"16,938","9,315.56 GBP","9,315.56 GBP",,
383309,Oaties 300g,23/08/2023,"15,829","8,705.95 GBP","8,705.95 GBP",,
383309,Oaties 300g,24/08/2023,"17,659","9,712.45 GBP","9,712.45 GBP",,
383309,Oaties 300g,25/08/2023,"19,842","10,912.51 GBP","10,912.51 GBP",,
383309,Oaties 300g,26/08/2023,"17,266","9,496.30 GBP","9,496.30 GBP",,
383309,Oaties 300g,27/08/2023,"10,372","5,704.15 GBP","5,704.15 GBP",,
383309,Oaties 300g,28/08/2023,"13,904","7,646.78 GBP","7,646.78 GBP",,
383309,Oaties 300g,29/08/2023,"16,956","9,325.70 GBP","9,325.70 GBP",,
383309,Oaties 300g,30/08/2023,"15,175","8,345.91 GBP","8,345.91 GBP",,
383309,Oaties 300g,31/08/2023,"20,336","11,184.80 GBP","11,184.80 GBP",,
383309,Oaties 300g,01/09/2023,"22,476","12,361.46 GBP","12,361.46 GBP",,
383309,Oaties 300g,02/09/2023,"20,091","11,049.88 GBP","11,049.88 GBP",,
383309,Oaties 300g,03/09/2023,"13,152","7,233.57 GBP","7,233.57 GBP",,
383309,Oaties 300g,04/09/2023,"18,440","10,142.00 GBP","10,142.00 GBP",,
383309,Oaties 300g,05/09/2023,"17,068","9,387.40 GBP","9,387.40 GBP",,
383309,Oaties 300g,06/09/2023,"16,211","8,915.25 GBP","8,915.25 GBP",,
383309,Oaties 300g,07/09/2023,"18,729","10,300.95 GBP","10,300.95 GBP",,
383309,Oaties 300g,08/09/2023,"20,484","11,266.20 GBP","11,266.20 GBP",,
383309,Oaties 300g,09/09/2023,"18,569","10,212.95 GBP","10,212.95 GBP",,
383309,Oaties 300g,10/09/2023,"13,024","7,163.17 GBP","7,163.17 GBP",,
383309,Oaties 300g,11/09/2023,"18,833","10,357.98 GBP","10,357.98 GBP",,
383309,Oaties 300g,12/09/2023,"16,609","9,134.95 GBP","9,134.95 GBP",,
383309,Oaties 300g,13/09/2023,"16,239","8,931.45 GBP","8,931.45 GBP",,
383309,Oaties 300g,14/09/2023,"18,739","10,306.28 GBP","10,306.28 GBP",,
383309,Oaties 300g,15/09/2023,"21,848","12,016.13 GBP","12,016.13 GBP",,
383309,Oaties 300g,16/09/2023,"21,351","11,742.95 GBP","11,742.95 GBP",,
383309,Oaties 300g,17/09/2023,"14,554","8,004.70 GBP","8,004.70 GBP",,
383309,Oaties 300g,18/09/2023,"20,050","11,027.50 GBP","11,027.50 GBP",,
383309,Oaties 300g,19/09/2023,"17,882","9,834.93 GBP","9,834.93 GBP",,
383309,Oaties 300g,20/09/2023,"17,301","9,515.27 GBP","9,515.27 GBP",,
383309,Oaties 300g,21/09/2023,"20,242","11,133.10 GBP","11,133.10 GBP",,
383309,Oaties 300g,22/09/2023,"22,762","12,519.10 GBP","12,519.10 GBP",,
383309,Oaties 300g,23/09/2023,"21,657","11,911.35 GBP","11,911.35 GBP",,
383309,Oaties 300g,24/09/2023,"14,773","8,125.15 GBP","8,125.15 GBP",,
383309,Oaties 300g,25/09/2023,"20,163","11,089.65 GBP","11,089.65 GBP",,
383309,Oaties 300g,26/09/2023,"17,386","9,561.96 GBP","9,561.96 GBP",,
383309,Oaties 300g,27/09/2023,"16,671","9,168.77 GBP","9,168.77 GBP",,
383309,Oaties 300g,28/09/2023,"19,879","10,933.17 GBP","10,933.17 GBP",,
383309,Oaties 300g,29/09/2023,"22,348","12,290.95 GBP","12,290.95 GBP",,
383309,Oaties 300g,30/09/2023,"21,595","11,877.08 GBP","11,877.08 GBP",,
383309,Oaties 300g,01/10/2023,"14,600","8,029.83 GBP","8,029.83 GBP",,
383309,Oaties 300g,02/10/2023,"19,485","10,716.75 GBP","10,716.75 GBP",,
383309,Oaties 300g,03/10/2023,"17,574","9,665.70 GBP","9,665.70 GBP",,
383309,Oaties 300g,04/10/2023,"16,404","9,022.03 GBP","9,022.03 GBP",,
383309,Oaties 300g,05/10/2023,"19,314","10,622.70 GBP","10,622.70 GBP",,
383309,Oaties 300g,06/10/2023,"21,623","11,892.48 GBP","11,892.48 GBP",,
383309,Oaties 300g,07/10/2023,"19,970","10,983.50 GBP","10,983.50 GBP",,
383309,Oaties 300g,08/10/2023,"12,765","7,020.75 GBP","7,020.75 GBP",,
383309,Oaties 300g,09/10/2023,"18,066","9,936.30 GBP","9,936.30 GBP",,
383309,Oaties 300g,10/10/2023,"16,417","9,029.35 GBP","9,029.35 GBP",,
383309,Oaties 300g,11/10/2023,"16,107","8,858.75 GBP","8,858.75 GBP",,
383309,Oaties 300g,12/10/2023,"18,930","10,411.33 GBP","10,411.33 GBP",,
383309,Oaties 300g,13/10/2023,"20,857","11,471.35 GBP","11,471.35 GBP",,
383309,Oaties 300g,14/10/2023,"21,022","11,562.10 GBP","11,562.10 GBP",,
383309,Oaties 300g,15/10/2023,"13,169","7,242.36 GBP","7,242.36 GBP",,
383309,Oaties 300g,16/10/2023,"19,456","10,700.63 GBP","10,700.63 GBP",,
383309,Oaties 300g,17/10/2023,"17,342","9,537.93 GBP","9,537.93 GBP",,
383309,Oaties 300g,18/10/2023,"16,200","8,910.00 GBP","8,910.00 GBP",,
383309,Oaties 300g,19/10/2023,"19,686","10,826.96 GBP","10,826.96 GBP",,
383309,Oaties 300g,20/10/2023,"19,916","10,953.80 GBP","10,953.80 GBP",,
383309,Oaties 300g,21/10/2023,"22,572","12,414.26 GBP","12,414.26 GBP",,
383309,Oaties 300g,22/10/2023,"13,148","7,231.40 GBP","7,231.40 GBP",,
383309,Oaties 300g,23/10/2023,"19,081","10,494.38 GBP","10,494.38 GBP",,
383309,Oaties 300g,24/10/2023,"16,281","8,954.55 GBP","8,954.55 GBP",,
383309,Oaties 300g,25/10/2023,"15,540","8,546.83 GBP","8,546.83 GBP",,
383309,Oaties 300g,26/10/2023,"18,090","9,949.33 GBP","9,949.33 GBP",,
383309,Oaties 300g,27/10/2023,"20,614","11,337.53 GBP","11,337.53 GBP",,
383309,Oaties 300g,28/10/2023,"19,572","10,764.60 GBP","10,764.60 GBP",,
383309,Oaties 300g,29/10/2023,"13,191","7,255.05 GBP","7,255.05 GBP",,
383309,Oaties 300g,30/10/2023,"18,990","10,444.50 GBP","10,444.50 GBP",,
383309,Oaties 300g,31/10/2023,"16,674","9,170.70 GBP","9,170.70 GBP",,
383309,Oaties 300g,01/11/2023,"16,248","8,936.40 GBP","8,936.40 GBP",,
383309,Oaties 300g,02/11/2023,"17,319","9,525.45 GBP","9,525.45 GBP",,
383309,Oaties 300g,03/11/2023,"20,769","11,422.78 GBP","11,422.78 GBP",,
383309,Oaties 300g,04/11/2023,"19,529","10,740.95 GBP","10,740.95 GBP",,
383309,Oaties 300g,05/11/2023,"12,829","7,055.95 GBP","7,055.95 GBP",,
383309,Oaties 300g,06/11/2023,"17,411","9,575.60 GBP","9,575.60 GBP",,
383309,Oaties 300g,07/11/2023,"15,854","8,719.60 GBP","8,719.60 GBP",,
383309,Oaties 300g,08/11/2023,"15,579","8,568.45 GBP","8,568.45 GBP",,
383309,Oaties 300g,09/11/2023,"18,061","9,933.55 GBP","9,933.55 GBP",,
383309,Oaties 300g,10/11/2023,"20,438","11,240.80 GBP","11,240.80 GBP",,
383309,Oaties 300g,11/11/2023,"19,348","10,641.40 GBP","10,641.40 GBP",,
383309,Oaties 300g,12/11/2023,"12,857","7,071.35 GBP","7,071.35 GBP",,
383309,Oaties 300g,13/11/2023,"18,425","10,133.75 GBP","10,133.75 GBP",,
383309,Oaties 300g,14/11/2023,"16,290","8,959.50 GBP","8,959.50 GBP",,
383309,Oaties 300g,15/11/2023,"16,019","8,810.45 GBP","8,810.45 GBP",,
383309,Oaties 300g,16/11/2023,"18,147","9,980.51 GBP","9,980.51 GBP",,
383309,Oaties 300g,17/11/2023,"20,513","11,281.70 GBP","11,281.70 GBP",,
383309,Oaties 300g,18/11/2023,"19,684","10,825.92 GBP","10,825.92 GBP",,
383309,Oaties 300g,19/11/2023,"12,710","6,990.33 GBP","6,990.33 GBP",,
383309,Oaties 300g,20/11/2023,"18,488","10,168.23 GBP","10,168.23 GBP",,
383309,Oaties 300g,21/11/2023,"16,664","9,165.03 GBP","9,165.03 GBP",,
383309,Oaties 300g,22/11/2023,"15,491","8,520.05 GBP","8,520.05 GBP",,
383309,Oaties 300g,23/11/2023,"17,715","9,743.25 GBP","9,743.25 GBP",,
383309,Oaties 300g,24/11/2023,"20,209","11,114.95 GBP","11,114.95 GBP",,
